map,algorithm,weight,steps,normalized_steps,optimality_ratio,success
AR0016SR,Focal SIPP,1.1,250,0.6925207756232687,1.0,true
AR0016SR,W-SIPP Dupl,1.25,438,1.2132963988919667,1.0,true
AR0016SR,W-SIPP Re-exp,1.25,317,0.8781163434903048,1.0,true
AR0016SR,Focal SIPP,1.25,67,0.18559556786703602,1.0,true
AR0016SR,W-SIPP Dupl,1.5,283,0.7839335180055401,1.0,true
AR0016SR,W-SIPP Re-exp,1.5,288,0.7977839335180056,1.0,true
AR0016SR,Focal SIPP,1.5,67,0.18559556786703602,1.0,true
AR0016SR,W-SIPP Dupl,2.0,265,0.7340720221606648,1.1194029850746268,true
AR0016SR,W-SIPP Re-exp,2.0,276,0.7645429362880887,1.0,true
AR0016SR,Focal SIPP,2.0,67,0.18559556786703602,1.0,true
AR0016SR,W-SIPP Dupl,4.0,125,0.3462603878116344,1.1194029850746268,true
AR0016SR,W-SIPP Re-exp,4.0,139,0.3850415512465374,1.1194029850746268,true
AR0016SR,Focal SIPP,4.0,67,0.18559556786703602,1.0,true
AR0016SR,W-SIPP Dupl,1.1,193,1.4296296296296296,1.0,true
AR0016SR,W-SIPP Re-exp,1.1,135,1.0,1.0,true
AR0016SR,Focal SIPP,1.1,125,0.9259259259259259,1.0,true
AR0016SR,W-SIPP Dupl,1.25,185,1.3703703703703705,1.0,true
AR0016SR,W-SIPP Re-exp,1.25,135,1.0,1.0,true
AR0016SR,Focal SIPP,1.25,92,0.6814814814814815,1.0,true
AR0016SR,W-SIPP Dupl,1.5,176,1.3037037037037038,1.0,true
AR0016SR,W-SIPP Re-exp,1.5,134,0.9925925925925926,1.0,true
AR0016SR,Focal SIPP,1.5,92,0.6814814814814815,1.0,true
AR0016SR,W-SIPP Dupl,2.0,157,1.162962962962963,1.0,true
AR0016SR,W-SIPP Re-exp,2.0,131,0.9703703703703703,1.0,true
AR0016SR,Focal SIPP,2.0,92,0.6814814814814815,1.0,true
AR0016SR,W-SIPP Dupl,4.0,134,0.9925925925925926,1.0,true
AR0016SR,W-SIPP Re-exp,4.0,119,0.8814814814814815,1.0,true
AR0016SR,Focal SIPP,4.0,92,0.6814814814814815,1.0,true
AR0016SR,W-SIPP Dupl,1.1,1000,1.6666666666666667,1.0,true
AR0016SR,W-SIPP Re-exp,1.1,545,0.9083333333333333,1.0,true
AR0016SR,Focal SIPP,1.1,728,1.2133333333333334,1.0,true
AR0016SR,W-SIPP Dupl,1.25,657,1.095,1.0,true
AR0016SR,W-SIPP Re-exp,1.25,497,0.8283333333333334,1.0,true
AR0016SR,Focal SIPP,1.25,574,0.9566666666666667,1.0,true
AR0016SR,W-SIPP Dupl,1.5,262,0.43666666666666665,1.0,true
AR0016SR,W-SIPP Re-exp,1.5,348,0.58,1.0,true
AR0016SR,Focal SIPP,1.5,63,0.105,1.0,true
AR0016SR,W-SIPP Dupl,2.0,104,0.17333333333333334,1.0,true
AR0016SR,W-SIPP Re-exp,2.0,112,0.18666666666666668,1.0,true
AR0016SR,Focal SIPP,2.0,63,0.105,1.0,true
AR0016SR,W-SIPP Dupl,4.0,81,0.135,1.0,true
AR0016SR,W-SIPP Re-exp,4.0,80,0.13333333333333333,1.0,true
AR0016SR,Focal SIPP,4.0,63,0.105,1.0,true
AR0016SR,W-SIPP Dupl,1.1,5399,1.7500810372771476,1.0,true
AR0016SR,W-SIPP Re-exp,1.1,2871,0.9306320907617504,1.0,true
AR0016SR,Focal SIPP,1.1,3264,1.0580226904376013,1.0,true
AR0016SR,W-SIPP Dupl,1.25,3942,1.2777957860615883,1.0,true
AR0016SR,W-SIPP Re-exp,1.25,2501,0.8106969205834684,1.0,true
AR0016SR,Focal SIPP,1.25,4526,1.4670988654781199,1.0,true
AR0016SR,W-SIPP Dupl,1.5,1848,0.5990275526742301,1.0,true
AR0016SR,W-SIPP Re-exp,1.5,2269,0.7354943273905997,1.0,true
AR0016SR,Focal SIPP,1.5,4327,1.4025931928687196,1.0,true
AR0016SR,W-SIPP Dupl,2.0,499,0.16175040518638573,1.0,true
AR0016SR,W-SIPP Re-exp,2.0,638,0.20680713128038897,1.0,true
AR0016SR,Focal SIPP,2.0,105,0.03403565640194489,1.0,true
AR0016SR,W-SIPP Dupl,4.0,183,0.0593192868719611,1.0,true
AR0016SR,W-SIPP Re-exp,4.0,292,0.0946515397082658,1.0,true
AR0016SR,Focal SIPP,4.0,105,0.03403565640194489,1.0,true
AR0016SR,W-SIPP Dupl,1.1,577,1.435323383084577,1.0,true
AR0016SR,W-SIPP Re-exp,1.1,329,0.818407960199005,1.0,true
AR0016SR,Focal SIPP,1.1,437,1.0870646766169154,1.0,true
AR0016SR,W-SIPP Dupl,1.25,397,0.9875621890547264,1.0,true
AR0016SR,W-SIPP Re-exp,1.25,292,0.7263681592039801,1.0,true
AR0016SR,Focal SIPP,1.25,45,0.11194029850746269,1.0,true
AR0016SR,W-SIPP Dupl,1.5,174,0.43283582089552236,1.0,true
AR0016SR,W-SIPP Re-exp,1.5,232,0.5771144278606966,1.0,true
AR0016SR,Focal SIPP,1.5,43,0.10696517412935323,1.2127659574468086,true
AR0016SR,W-SIPP Dupl,2.0,766,1.9054726368159205,1.3191489361702127,true
AR0016SR,W-SIPP Re-exp,2.0,401,0.9975124378109452,1.0,true
AR0016SR,Focal SIPP,2.0,43,0.10696517412935323,1.2127659574468086,true
AR0016SR,W-SIPP Dupl,4.0,228,0.5671641791044776,1.5106382978723405,true
AR0016SR,W-SIPP Re-exp,4.0,546,1.3582089552238805,1.5106382978723405,true
AR0016SR,Focal SIPP,4.0,43,0.10696517412935323,1.2127659574468086,true
AR0016SR,W-SIPP Dupl,1.1,494,1.5732484076433122,1.0,true
AR0016SR,W-SIPP Re-exp,1.1,297,0.945859872611465,1.0,true
AR0016SR,Focal SIPP,1.1,182,0.5796178343949044,1.0,true
AR0016SR,W-SIPP Dupl,1.25,321,1.0222929936305734,1.0294117647058822,true
AR0016SR,W-SIPP Re-exp,1.25,244,0.7770700636942676,1.0294117647058822,true
AR0016SR,Focal SIPP,1.25,69,0.2197452229299363,1.0294117647058822,true
AR0016SR,W-SIPP Dupl,1.5,203,0.6464968152866242,1.0294117647058822,true
AR0016SR,W-SIPP Re-exp,1.5,201,0.6401273885350318,1.0294117647058822,true
AR0016SR,Focal SIPP,1.5,69,0.2197452229299363,1.0294117647058822,true
AR0016SR,W-SIPP Dupl,2.0,191,0.60828025477707,1.0588235294117647,true
AR0016SR,W-SIPP Re-exp,2.0,178,0.5668789808917197,1.0294117647058822,true
AR0016SR,Focal SIPP,2.0,69,0.2197452229299363,1.0294117647058822,true
AR0016SR,W-SIPP Dupl,4.0,198,0.6305732484076433,1.1470588235294117,true
AR0016SR,W-SIPP Re-exp,4.0,200,0.6369426751592356,1.0294117647058822,true
AR0016SR,Focal SIPP,4.0,69,0.2197452229299363,1.0294117647058822,true
AR0016SR,W-SIPP Dupl,1.1,221,0.7245901639344262,1.0,true
AR0016SR,W-SIPP Re-exp,1.1,221,0.7245901639344262,1.0,true
AR0016SR,Focal SIPP,1.1,64,0.2098360655737705,1.0,true
AR0016SR,W-SIPP Dupl,1.25,100,0.32786885245901637,1.0,true
AR0016SR,W-SIPP Re-exp,1.25,100,0.32786885245901637,1.0,true
AR0016SR,Focal SIPP,1.25,64,0.2098360655737705,1.0,true
AR0016SR,W-SIPP Dupl,1.5,68,0.22295081967213115,1.0,true
AR0016SR,W-SIPP Re-exp,1.5,68,0.22295081967213115,1.0,true
AR0016SR,Focal SIPP,1.5,64,0.2098360655737705,1.0,true
AR0016SR,W-SIPP Dupl,2.0,65,0.21311475409836064,1.0,true
AR0016SR,W-SIPP Re-exp,2.0,65,0.21311475409836064,1.0,true
AR0016SR,Focal SIPP,2.0,64,0.2098360655737705,1.0,true
AR0016SR,W-SIPP Dupl,4.0,64,0.2098360655737705,1.0,true
AR0016SR,W-SIPP Re-exp,4.0,64,0.2098360655737705,1.0,true
AR0016SR,Focal SIPP,4.0,64,0.2098360655737705,1.0,true
AR0016SR,W-SIPP Dupl,1.1,217,1.6194029850746268,1.0,true
AR0016SR,W-SIPP Re-exp,1.1,132,0.9850746268656716,1.0,true
AR0016SR,Focal SIPP,1.1,127,0.9477611940298507,1.0,true
AR0016SR,W-SIPP Dupl,1.25,174,1.2985074626865671,1.0,true
AR0016SR,W-SIPP Re-exp,1.25,115,0.8582089552238806,1.0,true
AR0016SR,Focal SIPP,1.25,49,0.3656716417910448,1.0,true
AR0016SR,W-SIPP Dupl,1.5,106,0.7910447761194029,1.0,true
AR0016SR,W-SIPP Re-exp,1.5,107,0.7985074626865671,1.0,true
AR0016SR,Focal SIPP,1.5,49,0.3656716417910448,1.0,true
AR0016SR,W-SIPP Dupl,2.0,74,0.5522388059701493,1.0196078431372548,true
AR0016SR,W-SIPP Re-exp,2.0,80,0.5970149253731343,1.0196078431372548,true
AR0016SR,Focal SIPP,2.0,49,0.3656716417910448,1.0,true
AR0016SR,W-SIPP Dupl,4.0,63,0.4701492537313433,1.0196078431372548,true
AR0016SR,W-SIPP Re-exp,4.0,65,0.48507462686567165,1.0196078431372548,true
AR0016SR,Focal SIPP,4.0,49,0.3656716417910448,1.0,true
AR0016SR,W-SIPP Dupl,1.1,6527,1.8547882921284455,1.0,true
AR0016SR,W-SIPP Re-exp,1.1,3375,0.959079283887468,1.0,true
AR0016SR,Focal SIPP,1.1,3535,1.0045467462347257,1.0,true
AR0016SR,W-SIPP Dupl,1.25,5733,1.629156010230179,1.0,true
AR0016SR,W-SIPP Re-exp,1.25,3171,0.9011082693947144,1.0,true
AR0016SR,Focal SIPP,1.25,3027,0.8601875532821824,1.0,true
AR0016SR,W-SIPP Dupl,1.5,4657,1.3233873259448707,1.0,true
AR0016SR,W-SIPP Re-exp,1.5,2804,0.796817277635692,1.0,true
AR0016SR,Focal SIPP,1.5,2419,0.6874111963626031,1.0,true
AR0016SR,W-SIPP Dupl,2.0,3064,0.8707019039499858,1.0,true
AR0016SR,W-SIPP Re-exp,2.0,2317,0.6584256891162262,1.0,true
AR0016SR,Focal SIPP,2.0,3557,1.0107985223074738,1.0,true
AR0016SR,W-SIPP Dupl,4.0,676,0.19210002841716398,1.0,true
AR0016SR,W-SIPP Re-exp,4.0,704,0.20005683432793409,1.0,true
AR0016SR,Focal SIPP,4.0,3721,1.0574026712134128,1.0,true
AR0016SR,W-SIPP Dupl,1.1,1451,1.6716589861751152,1.0,true
AR0016SR,W-SIPP Re-exp,1.1,777,0.8951612903225806,1.0,true
AR0016SR,Focal SIPP,1.1,835,0.9619815668202765,1.0,true
AR0016SR,W-SIPP Dupl,1.25,1044,1.2027649769585254,1.0,true
AR0016SR,W-SIPP Re-exp,1.25,646,0.7442396313364056,1.0,true
AR0016SR,Focal SIPP,1.25,1003,1.1555299539170507,1.0,true
AR0016SR,W-SIPP Dupl,1.5,415,0.478110599078341,1.0,true
AR0016SR,W-SIPP Re-exp,1.5,503,0.5794930875576036,1.0,true
AR0016SR,Focal SIPP,1.5,40,0.04608294930875576,1.0,true
AR0016SR,W-SIPP Dupl,2.0,167,0.1923963133640553,1.0,true
AR0016SR,W-SIPP Re-exp,2.0,254,0.2926267281105991,1.0,true
AR0016SR,Focal SIPP,2.0,40,0.04608294930875576,1.0,true
AR0016SR,W-SIPP Dupl,4.0,55,0.06336405529953917,1.0,true
AR0016SR,W-SIPP Re-exp,4.0,55,0.06336405529953917,1.0,true
AR0016SR,Focal SIPP,4.0,40,0.04608294930875576,1.0,true
AR0016SR,W-SIPP Dupl,1.1,5633,1.7724984266834487,1.0,true
AR0016SR,W-SIPP Re-exp,1.1,2989,0.9405286343612335,1.0,true
AR0016SR,Focal SIPP,1.1,2951,0.9285714285714286,1.0,true
AR0016SR,W-SIPP Dupl,1.25,4428,1.3933291378225299,1.0,true
AR0016SR,W-SIPP Re-exp,1.25,2601,0.8184392699811202,1.0,true
AR0016SR,Focal SIPP,1.25,3832,1.2057898049087477,1.0,true
AR0016SR,W-SIPP Dupl,1.5,2798,0.880427942101951,1.0,true
AR0016SR,W-SIPP Re-exp,1.5,2024,0.6368785399622404,1.0,true
AR0016SR,Focal SIPP,1.5,2384,0.750157331655129,1.0,true
AR0016SR,W-SIPP Dupl,2.0,1208,0.3801132787916929,1.0,true
AR0016SR,W-SIPP Re-exp,2.0,1339,0.42133417243549404,1.0,true
AR0016SR,Focal SIPP,2.0,5215,1.6409691629955947,1.0,true
AR0016SR,W-SIPP Dupl,4.0,247,0.0777218376337319,1.0,true
AR0016SR,W-SIPP Re-exp,4.0,351,0.1104468219005664,1.0,true
AR0016SR,Focal SIPP,4.0,55,0.017306482064191317,1.0,true
AR0016SR,W-SIPP Dupl,1.1,2332,1.550531914893617,1.0,true
AR0016SR,W-SIPP Re-exp,1.1,1406,0.9348404255319149,1.0,true
AR0016SR,Focal SIPP,1.1,1131,0.7519946808510638,1.0,true
AR0016SR,W-SIPP Dupl,1.25,1593,1.0591755319148937,1.0,true
AR0016SR,W-SIPP Re-exp,1.25,947,0.629654255319149,1.0,true
AR0016SR,Focal SIPP,1.25,756,0.5026595744680851,1.0,true
AR0016SR,W-SIPP Dupl,1.5,1114,0.7406914893617021,1.0,true
AR0016SR,W-SIPP Re-exp,1.5,731,0.48603723404255317,1.0,true
AR0016SR,Focal SIPP,1.5,713,0.4740691489361702,1.0,true
AR0016SR,W-SIPP Dupl,2.0,593,0.394281914893617,1.0,true
AR0016SR,W-SIPP Re-exp,2.0,539,0.3583776595744681,1.0,true
AR0016SR,Focal SIPP,2.0,74,0.04920212765957447,1.011764705882353,true
AR0016SR,W-SIPP Dupl,4.0,171,0.11369680851063829,1.0,true
AR0016SR,W-SIPP Re-exp,4.0,178,0.11835106382978723,1.0,true
AR0016SR,Focal SIPP,4.0,74,0.04920212765957447,1.011764705882353,true
AR0016SR,W-SIPP Dupl,1.1,2308,1.763177998472116,1.0,true
AR0016SR,W-SIPP Re-exp,1.1,1219,0.9312452253628725,1.0,true
AR0016SR,Focal SIPP,1.1,1939,1.481283422459893,1.0,true
AR0016SR,W-SIPP Dupl,1.25,1677,1.2811306340718105,1.0,true
AR0016SR,W-SIPP Re-exp,1.25,1121,0.8563789152024446,1.0,true
AR0016SR,Focal SIPP,1.25,2591,1.9793735676088617,1.0,true
AR0016SR,W-SIPP Dupl,1.5,308,0.23529411764705882,1.0,true
AR0016SR,W-SIPP Re-exp,1.5,356,0.2719633307868602,1.0,true
AR0016SR,Focal SIPP,1.5,61,0.04660045836516425,1.0,true
AR0016SR,W-SIPP Dupl,2.0,135,0.10313216195569137,1.0,true
AR0016SR,W-SIPP Re-exp,2.0,207,0.15813598166539344,1.0,true
AR0016SR,Focal SIPP,2.0,61,0.04660045836516425,1.0,true
AR0016SR,W-SIPP Dupl,4.0,78,0.059587471352177235,1.0,true
AR0016SR,W-SIPP Re-exp,4.0,78,0.059587471352177235,1.0,true
AR0016SR,Focal SIPP,4.0,61,0.04660045836516425,1.0,true
AR0016SR,W-SIPP Dupl,1.1,2291,1.6907749077490775,1.0,true
AR0016SR,W-SIPP Re-exp,1.1,1284,0.9476014760147602,1.0,true
AR0016SR,Focal SIPP,1.1,1694,1.2501845018450184,1.0,true
AR0016SR,W-SIPP Dupl,1.25,1683,1.2420664206642067,1.0,true
AR0016SR,W-SIPP Re-exp,1.25,1111,0.8199261992619926,1.0,true
AR0016SR,Focal SIPP,1.25,950,0.7011070110701108,1.0,true
AR0016SR,W-SIPP Dupl,1.5,892,0.6583025830258302,1.0,true
AR0016SR,W-SIPP Re-exp,1.5,774,0.5712177121771218,1.0,true
AR0016SR,Focal SIPP,1.5,765,0.5645756457564576,1.0833333333333333,true
AR0016SR,W-SIPP Dupl,2.0,546,0.4029520295202952,1.0,true
AR0016SR,W-SIPP Re-exp,2.0,533,0.3933579335793358,1.0,true
AR0016SR,Focal SIPP,2.0,105,0.07749077490774908,1.0595238095238095,true
AR0016SR,W-SIPP Dupl,4.0,245,0.18081180811808117,1.0,true
AR0016SR,W-SIPP Re-exp,4.0,213,0.15719557195571957,1.0,true
AR0016SR,Focal SIPP,4.0,99,0.07306273062730627,1.0833333333333333,true
AR0016SR,W-SIPP Dupl,1.1,3501,1.8083677685950412,1.0,true
AR0016SR,W-SIPP Re-exp,1.1,1872,0.9669421487603306,1.0,true
AR0016SR,Focal SIPP,1.1,1804,0.9318181818181818,1.0,true
AR0016SR,W-SIPP Dupl,1.25,2956,1.5268595041322315,1.0,true
AR0016SR,W-SIPP Re-exp,1.25,1743,0.9003099173553719,1.0,true
AR0016SR,Focal SIPP,1.25,1798,0.9287190082644629,1.0,true
AR0016SR,W-SIPP Dupl,1.5,2321,1.1988636363636365,1.0,true
AR0016SR,W-SIPP Re-exp,1.5,1484,0.7665289256198347,1.0,true
AR0016SR,Focal SIPP,1.5,1034,0.5340909090909091,1.0,true
