map,algorithm,weight,steps,normalized_steps,optimality_ratio,success
8room_000,Focal SIPP,1.5,91,0.489247311827957,1.0,true
8room_000,W-SIPP Dupl,2.0,219,1.1774193548387097,1.0,true
8room_000,W-SIPP Re-exp,2.0,156,0.8387096774193549,1.0,true
8room_000,Focal SIPP,2.0,31,0.16666666666666666,1.0,true
8room_000,W-SIPP Dupl,4.0,184,0.989247311827957,1.0,true
8room_000,W-SIPP Re-exp,4.0,166,0.8924731182795699,1.0,true
8room_000,Focal SIPP,4.0,31,0.16666666666666666,1.0,true
8room_000,W-SIPP Dupl,1.1,1518,1.5364372469635628,1.0,true
8room_000,W-SIPP Re-exp,1.1,922,0.9331983805668016,1.0,true
8room_000,Focal SIPP,1.1,1130,1.1437246963562753,1.0,true
8room_000,W-SIPP Dupl,1.25,996,1.008097165991903,1.0,true
8room_000,W-SIPP Re-exp,1.25,669,0.6771255060728745,1.0,true
8room_000,Focal SIPP,1.25,454,0.45951417004048584,1.0,true
8room_000,W-SIPP Dupl,1.5,517,0.5232793522267206,1.0,true
8room_000,W-SIPP Re-exp,1.5,471,0.4767206477732793,1.0,true
8room_000,Focal SIPP,1.5,1362,1.3785425101214575,1.0,true
8room_000,W-SIPP Dupl,2.0,190,0.19230769230769232,1.0,true
8room_000,W-SIPP Re-exp,2.0,191,0.19331983805668015,1.0,true
8room_000,Focal SIPP,2.0,68,0.06882591093117409,1.0,true
8room_000,W-SIPP Dupl,4.0,111,0.11234817813765183,1.0,true
8room_000,W-SIPP Re-exp,4.0,120,0.1214574898785425,1.0,true
8room_000,Focal SIPP,4.0,68,0.06882591093117409,1.0,true
8room_000,W-SIPP Dupl,1.1,145,1.7901234567901234,1.0,true
8room_000,W-SIPP Re-exp,1.1,81,1.0,1.0,true
8room_000,Focal SIPP,1.1,80,0.9876543209876543,1.0,true
8room_000,W-SIPP Dupl,1.25,134,1.654320987654321,1.0,true
8room_000,W-SIPP Re-exp,1.25,81,1.0,1.0,true
8room_000,Focal SIPP,1.25,49,0.6049382716049383,1.0,true
8room_000,W-SIPP Dupl,1.5,110,1.3580246913580247,1.0,true
8room_000,W-SIPP Re-exp,1.5,71,0.8765432098765432,1.0,true
8room_000,Focal SIPP,1.5,43,0.5308641975308642,1.0,true
8room_000,W-SIPP Dupl,2.0,84,1.037037037037037,1.0,true
8room_000,W-SIPP Re-exp,2.0,62,0.7654320987654321,1.0,true
8room_000,Focal SIPP,2.0,83,1.0246913580246915,1.0,true
8room_000,W-SIPP Dupl,4.0,54,0.6666666666666666,1.0,true
8room_000,W-SIPP Re-exp,4.0,44,0.5432098765432098,1.0,true
8room_000,Focal SIPP,4.0,24,0.2962962962962963,1.0,true
8room_000,W-SIPP Dupl,1.1,3316,1.5560769591740966,1.0,true
8room_000,W-SIPP Re-exp,1.1,1866,0.8756452369779446,1.0,true
8room_000,Focal SIPP,1.1,1808,0.8484279680900986,1.0,true
8room_000,W-SIPP Dupl,1.25,1908,0.8953542937587987,1.0,true
8room_000,W-SIPP Re-exp,1.25,1454,0.6823087752229,1.0,true
8room_000,Focal SIPP,1.25,1420,0.666353824495542,1.0,true
8room_000,W-SIPP Dupl,1.5,1369,0.642421398404505,1.041237113402062,true
8room_000,W-SIPP Re-exp,1.5,1043,0.48944157672454247,1.0,true
8room_000,Focal SIPP,1.5,1477,0.6931018301267011,1.0,true
8room_000,W-SIPP Dupl,2.0,687,0.32238385734396996,1.041237113402062,true
8room_000,W-SIPP Re-exp,2.0,1101,0.5166588456123885,1.0,true
8room_000,Focal SIPP,2.0,269,0.12623181604880337,1.288659793814433,true
8room_000,W-SIPP Dupl,4.0,606,0.28437353355232287,1.2474226804123711,true
8room_000,W-SIPP Re-exp,4.0,718,0.33693101830126704,1.0515463917525774,true
8room_000,Focal SIPP,4.0,269,0.12623181604880337,1.288659793814433,true
8room_000,W-SIPP Dupl,1.1,5808,1.7352853301463997,1.0,true
8room_000,W-SIPP Re-exp,1.1,3068,0.9166417687481326,1.0,true
8room_000,Focal SIPP,1.1,3029,0.9049895428742157,1.0,true
8room_000,W-SIPP Dupl,1.25,4799,1.4338213325366,1.0,true
8room_000,W-SIPP Re-exp,1.25,2706,0.8084852106363908,1.0,true
8room_000,Focal SIPP,1.25,3244,0.969226172691963,1.0,true
8room_000,W-SIPP Dupl,1.5,3581,1.0699133552435016,1.0,true
8room_000,W-SIPP Re-exp,1.5,2218,0.662682999701225,1.0,true
8room_000,Focal SIPP,1.5,3985,1.1906184642963848,1.0,true
8room_000,W-SIPP Dupl,2.0,2056,0.6142814460711085,1.0,true
8room_000,W-SIPP Re-exp,2.0,1675,0.5004481625336122,1.0,true
8room_000,Focal SIPP,2.0,1310,0.39139527935464596,1.0,true
8room_000,W-SIPP Dupl,4.0,276,0.08246190618464297,1.0,true
8room_000,W-SIPP Re-exp,4.0,335,0.10008963250672244,1.0,true
8room_000,Focal SIPP,4.0,55,0.016432626232446967,1.0,true
8room_000,W-SIPP Dupl,1.1,1976,1.7801801801801802,1.0,true
8room_000,W-SIPP Re-exp,1.1,1058,0.9531531531531532,1.0,true
8room_000,Focal SIPP,1.1,999,0.9,1.0,true
8room_000,W-SIPP Dupl,1.25,1691,1.5234234234234234,1.0,true
8room_000,W-SIPP Re-exp,1.25,961,0.8657657657657658,1.0,true
8room_000,Focal SIPP,1.25,988,0.8900900900900901,1.0,true
8room_000,W-SIPP Dupl,1.5,1320,1.1891891891891893,1.0,true
8room_000,W-SIPP Re-exp,1.5,840,0.7567567567567568,1.0,true
8room_000,Focal SIPP,1.5,659,0.5936936936936937,1.0,true
8room_000,W-SIPP Dupl,2.0,930,0.8378378378378378,1.0,true
8room_000,W-SIPP Re-exp,2.0,681,0.6135135135135135,1.0,true
8room_000,Focal SIPP,2.0,351,0.3162162162162162,1.0,true
8room_000,W-SIPP Dupl,4.0,419,0.37747747747747745,1.0,true
8room_000,W-SIPP Re-exp,4.0,380,0.34234234234234234,1.0,true
8room_000,Focal SIPP,4.0,361,0.32522522522522523,1.0,true
8room_000,W-SIPP Dupl,1.1,415,1.133879781420765,1.0,true
8room_000,W-SIPP Re-exp,1.1,254,0.6939890710382514,1.0,true
8room_000,Focal SIPP,1.1,342,0.9344262295081968,1.0,true
8room_000,W-SIPP Dupl,1.25,203,0.5546448087431693,1.0,true
8room_000,W-SIPP Re-exp,1.25,203,0.5546448087431693,1.0,true
8room_000,Focal SIPP,1.25,80,0.2185792349726776,1.0246913580246915,true
8room_000,W-SIPP Dupl,1.5,175,0.4781420765027322,1.123456790123457,true
8room_000,W-SIPP Re-exp,1.5,179,0.4890710382513661,1.123456790123457,true
8room_000,Focal SIPP,1.5,80,0.2185792349726776,1.0246913580246915,true
8room_000,W-SIPP Dupl,2.0,135,0.36885245901639346,1.123456790123457,true
8room_000,W-SIPP Re-exp,2.0,135,0.36885245901639346,1.123456790123457,true
8room_000,Focal SIPP,2.0,80,0.2185792349726776,1.0246913580246915,true
8room_000,W-SIPP Dupl,4.0,116,0.31693989071038253,1.1481481481481481,true
8room_000,W-SIPP Re-exp,4.0,116,0.31693989071038253,1.1481481481481481,true
8room_000,Focal SIPP,4.0,80,0.2185792349726776,1.0246913580246915,true
8room_000,W-SIPP Dupl,1.1,74,1.3962264150943395,1.0,true
8room_000,W-SIPP Re-exp,1.1,53,1.0,1.0,true
8room_000,Focal SIPP,1.1,26,0.49056603773584906,1.0,true
8room_000,W-SIPP Dupl,1.25,48,0.9056603773584906,1.0,true
8room_000,W-SIPP Re-exp,1.25,49,0.9245283018867925,1.0,true
8room_000,Focal SIPP,1.25,26,0.49056603773584906,1.0,true
8room_000,W-SIPP Dupl,1.5,65,1.2264150943396226,1.0,true
8room_000,W-SIPP Re-exp,1.5,65,1.2264150943396226,1.0,true
8room_000,Focal SIPP,1.5,26,0.49056603773584906,1.0,true
8room_000,W-SIPP Dupl,2.0,91,1.7169811320754718,1.2222222222222223,true
8room_000,W-SIPP Re-exp,2.0,94,1.7735849056603774,1.2222222222222223,true
8room_000,Focal SIPP,2.0,26,0.49056603773584906,1.0,true
8room_000,W-SIPP Dupl,4.0,57,1.0754716981132075,1.4074074074074074,true
8room_000,W-SIPP Re-exp,4.0,59,1.1132075471698113,1.4074074074074074,true
8room_000,Focal SIPP,4.0,26,0.49056603773584906,1.0,true
8room_000,W-SIPP Dupl,1.1,1391,1.526893523600439,1.0,true
8room_000,W-SIPP Re-exp,1.1,794,0.8715697036223929,1.0,true
8room_000,Focal SIPP,1.1,654,0.7178924259055982,1.0,true
8room_000,W-SIPP Dupl,1.25,701,0.7694840834248079,1.0,true
8room_000,W-SIPP Re-exp,1.25,538,0.5905598243688255,1.0,true
8room_000,Focal SIPP,1.25,362,0.3973655323819978,1.0,true
8room_000,W-SIPP Dupl,1.5,370,0.4061470911086718,1.0,true
8room_000,W-SIPP Re-exp,1.5,332,0.36443468715697036,1.0,true
8room_000,Focal SIPP,1.5,71,0.07793633369923161,1.0,true
8room_000,W-SIPP Dupl,2.0,288,0.31613611416026344,1.0,true
8room_000,W-SIPP Re-exp,2.0,274,0.300768386388584,1.0,true
8room_000,Focal SIPP,2.0,71,0.07793633369923161,1.0,true
8room_000,W-SIPP Dupl,4.0,476,0.5225027442371021,1.4736842105263157,true
8room_000,W-SIPP Re-exp,4.0,287,0.3150384193194292,1.0,true
8room_000,Focal SIPP,4.0,71,0.07793633369923161,1.0,true
8room_000,W-SIPP Dupl,1.1,1835,1.7746615087040618,1.0,true
8room_000,W-SIPP Re-exp,1.1,983,0.9506769825918762,1.0,true
8room_000,Focal SIPP,1.1,952,0.9206963249516441,1.0,true
8room_000,W-SIPP Dupl,1.25,1501,1.4516441005802707,1.0,true
8room_000,W-SIPP Re-exp,1.25,864,0.8355899419729207,1.0,true
8room_000,Focal SIPP,1.25,873,0.844294003868472,1.0,true
8room_000,W-SIPP Dupl,1.5,1138,1.1005802707930368,1.0,true
8room_000,W-SIPP Re-exp,1.5,714,0.690522243713733,1.0,true
8room_000,Focal SIPP,1.5,712,0.688588007736944,1.0,true
8room_000,W-SIPP Dupl,2.0,690,0.6673114119922631,1.0,true
8room_000,W-SIPP Re-exp,2.0,564,0.5454545454545454,1.0,true
8room_000,Focal SIPP,2.0,585,0.5657640232108317,1.0,true
8room_000,W-SIPP Dupl,4.0,133,0.1286266924564797,1.0,true
8room_000,W-SIPP Re-exp,4.0,196,0.1895551257253385,1.0,true
8room_000,Focal SIPP,4.0,25,0.024177949709864602,1.0,true
8room_000,W-SIPP Dupl,1.1,1330,1.5304948216340621,1.0,true
8room_000,W-SIPP Re-exp,1.1,786,0.904487917146145,1.0,true
8room_000,Focal SIPP,1.1,1017,1.1703107019562715,1.0,true
8room_000,W-SIPP Dupl,1.25,1304,1.5005753739930956,1.0,true
8room_000,W-SIPP Re-exp,1.25,846,0.9735327963176065,1.0,true
8room_000,Focal SIPP,1.25,823,0.9470655926352128,1.0273972602739727,true
8room_000,W-SIPP Dupl,1.5,830,0.9551208285385501,1.1232876712328768,true
8room_000,W-SIPP Re-exp,1.5,770,0.8860759493670886,1.1232876712328768,true
8room_000,Focal SIPP,1.5,1214,1.3970080552359034,1.0,true
8room_000,W-SIPP Dupl,2.0,251,0.28883774453394706,1.1232876712328768,true
8room_000,W-SIPP Re-exp,2.0,291,0.334867663981588,1.1232876712328768,true
8room_000,Focal SIPP,2.0,72,0.08285385500575373,1.1232876712328768,true
8room_000,W-SIPP Dupl,4.0,178,0.2048331415420023,1.1643835616438356,true
8room_000,W-SIPP Re-exp,4.0,178,0.2048331415420023,1.1643835616438356,true
8room_000,Focal SIPP,4.0,72,0.08285385500575373,1.1232876712328768,true
8room_000,W-SIPP Dupl,1.1,7405,1.761417697431018,1.0,true
8room_000,W-SIPP Re-exp,1.1,3935,0.9360133206470028,1.0,true
8room_000,Focal SIPP,1.1,4585,1.090627973358706,1.0,true
8room_000,W-SIPP Dupl,1.25,6050,1.439105613701237,1.0,true
8room_000,W-SIPP Re-exp,1.25,3442,0.818744053282588,1.0,true
8room_000,Focal SIPP,1.25,4915,1.1691246431969553,1.0,true
8room_000,W-SIPP Dupl,1.5,4427,1.0530447193149381,1.0,true
8room_000,W-SIPP Re-exp,1.5,2756,0.6555661274976213,1.0,true
8room_000,Focal SIPP,1.5,3891,0.9255470980019029,1.0,true
8room_000,W-SIPP Dupl,2.0,2312,0.5499524262607041,1.0,true
8room_000,W-SIPP Re-exp,2.0,1844,0.4386298763082778,1.0,true
8room_000,Focal SIPP,2.0,4021,0.9564700285442436,1.0,true
8room_000,W-SIPP Dupl,4.0,355,0.08444338725023787,1.0,true
8room_000,W-SIPP Re-exp,4.0,547,0.1301141769743102,1.0,true
8room_000,Focal SIPP,4.0,63,0.014985727878211227,1.0,true
8room_000,W-SIPP Dupl,1.1,141,1.6395348837209303,1.0,true
8room_000,W-SIPP Re-exp,1.1,86,1.0,1.0,true
8room_000,Focal SIPP,1.1,48,0.5581395348837209,1.0,true
8room_000,W-SIPP Dupl,1.25,113,1.313953488372093,1.0,true
8room_000,W-SIPP Re-exp,1.25,77,0.8953488372093024,1.0,true
8room_000,Focal SIPP,1.25,48,0.5581395348837209,1.0,true
8room_000,W-SIPP Dupl,1.5,70,0.813953488372093,1.0,true
8room_000,W-SIPP Re-exp,1.5,70,0.813953488372093,1.0,true
8room_000,Focal SIPP,1.5,48,0.5581395348837209,1.0,true
8room_000,W-SIPP Dupl,2.0,59,0.686046511627907,1.0,true
8room_000,W-SIPP Re-exp,2.0,62,0.7209302325581395,1.0,true
8room_000,Focal SIPP,2.0,48,0.5581395348837209,1.0,true
8room_000,W-SIPP Dupl,4.0,53,0.6162790697674418,1.0,true
8room_000,W-SIPP Re-exp,4.0,55,0.6395348837209303,1.0,true
8room_000,Focal SIPP,4.0,48,0.5581395348837209,1.0,true
8room_000,W-SIPP Dupl,1.1,4131,1.609271523178808,1.0,true
8room_000,W-SIPP Re-exp,1.1,2360,0.9193611219322166,1.0,true
8room_000,Focal SIPP,1.1,2857,1.1129723412543826,1.0,true
8room_000,W-SIPP Dupl,1.25,2974,1.1585508375535645,1.0,true
8room_000,W-SIPP Re-exp,1.25,1889,0.7358784573432022,1.0,true
8room_000,Focal SIPP,1.25,1620,0.6310868718348266,1.0,true
8room_000,W-SIPP Dupl,1.5,1811,0.7054927931437476,1.0,true
8room_000,W-SIPP Re-exp,1.5,1455,0.5668095052590573,1.0,true
8room_000,Focal SIPP,1.5,2795,1.0888196338137903,1.0,true
8room_000,W-SIPP Dupl,2.0,723,0.28165173354109857,1.0,true
8room_000,W-SIPP Re-exp,2.0,721,0.28087261394624075,1.0,true
8room_000,Focal SIPP,2.0,1423,0.5543435917413323,1.0,true
8room_000,W-SIPP Dupl,4.0,300,0.1168679392286716,1.02020202020202,true
8room_000,W-SIPP Re-exp,4.0,351,0.13673548889754578,1.0,true
8room_000,Focal SIPP,4.0,85,0.033112582781456956,1.0,true
8room_000,W-SIPP Dupl,1.1,1721,1.2682387619749447,1.0,true
8room_000,W-SIPP Re-exp,1.1,1130,0.8327192336035372,1.0,true
8room_000,Focal SIPP,1.1,957,0.705232129697863,1.0,true
8room_000,W-SIPP Dupl,1.25,812,0.5983787767133383,1.0,true
8room_000,W-SIPP Re-exp,1.25,564,0.41562269712601324,1.0,true
8room_000,Focal SIPP,1.25,1408,1.0375829034635224,1.0,true
8room_000,W-SIPP Dupl,1.5,351,0.25865880619012527,1.0,true
8room_000,W-SIPP Re-exp,1.5,359,0.264554163596168,1.0,true
8room_000,Focal SIPP,1.5,92,0.06779661016949153,1.0,true
8room_000,W-SIPP Dupl,2.0,184,0.13559322033898305,1.0,true
8room_000,W-SIPP Re-exp,2.0,213,0.156963890935888,1.0,true
8room_000,Focal SIPP,2.0,92,0.06779661016949153,1.0,true
8room_000,W-SIPP Dupl,4.0,126,0.09285187914517318,1.03125,true
8room_000,W-SIPP Re-exp,4.0,129,0.0950626381724392,1.0,true
8room_000,Focal SIPP,4.0,92,0.06779661016949153,1.0,true
8room_000,W-SIPP Dupl,1.1,207,1.6046511627906976,1.0,true
8room_000,W-SIPP Re-exp,1.1,117,0.9069767441860465,1.0,true
8room_000,Focal SIPP,1.1,126,0.9767441860465116,1.0,true
8room_000,W-SIPP Dupl,1.25,166,1.2868217054263567,1.0,true
8room_000,W-SIPP Re-exp,1.25,102,0.7906976744186046,1.0,true
8room_000,Focal SIPP,1.25,135,1.0465116279069768,1.0,true
8room_000,W-SIPP Dupl,1.5,104,0.8062015503875969,1.0,true
8room_000,W-SIPP Re-exp,1.5,87,0.6744186046511628,1.0,true
8room_000,Focal SIPP,1.5,74,0.5736434108527132,1.0,true
8room_000,W-SIPP Dupl,2.0,81,0.627906976744186,1.0,true
8room_000,W-SIPP Re-exp,2.0,76,0.5891472868217055,1.0,true
8room_000,Focal SIPP,2.0,29,0.2248062015503876,1.0,true
8room_000,W-SIPP Dupl,4.0,67,0.5193798449612403,1.064516129032258,true
8room_000,W-SIPP Re-exp,4.0,71,0.5503875968992248,1.064516129032258,true
8room_000,Focal SIPP,4.0,29,0.2248062015503876,1.0,true
8room_000,W-SIPP Dupl,1.1,12,1.0,1.0,true
8room_000,W-SIPP Re-exp,1.1,12,1.0,1.0,true
8room_000,Focal SIPP,1.1,12,1.0,1.0,true
8room_000,W-SIPP Dupl,1.25,12,1.0,1.0,true
8room_000,W-SIPP Re-exp,1.25,12,1.0,1.0,true
8room_000,Focal SIPP,1.25,12,1.0,1.0,true
8room_000,W-SIPP Dupl,1.5,12,1.0,1.0,true
8room_000,W-SIPP Re-exp,1.5,12,1.0,1.0,true
8room_000,Focal SIPP,1.5,12,1.0,1.0,true
8room_000,W-SIPP Dupl,2.0,12,1.0,1.0,true
8room_000,W-SIPP Re-exp,2.0,12,1.0,1.0,true
8room_000,Focal SIPP,2.0,12,1.0,1.0,true
8room_000,W-SIPP Dupl,4.0,12,1.0,1.0,true
8room_000,W-SIPP Re-exp,4.0,12,1.0,1.0,true
8room_000,Focal SIPP,4.0,12,1.0,1.0,true
8room_000,W-SIPP Dupl,1.1,1886,1.6646072374227714,1.0,true
8room_000,W-SIPP Re-exp,1.1,1009,0.8905560458958517,1.0,true
8room_000,Focal SIPP,1.1,958,0.8455428067078552,1.0,true
8room_000,W-SIPP Dupl,1.25,1575,1.3901147396293028,1.0,true
8room_000,W-SIPP Re-exp,1.25,903,0.7969991173874669,1.0,true
8room_000,Focal SIPP,1.25,965,0.851721094439541,1.0,true
8room_000,W-SIPP Dupl,1.5,1086,0.9585172109443955,1.0,true
8room_000,W-SIPP Re-exp,1.5,816,0.7202118270079435,1.0,true
8room_000,Focal SIPP,1.5,943,0.8323036187113857,1.0,true
8room_000,W-SIPP Dupl,2.0,363,0.32038834951456313,1.0,true
8room_000,W-SIPP Re-exp,2.0,426,0.3759929390997352,1.0,true
8room_000,Focal SIPP,2.0,42,0.037069726390114736,1.0,true
8room_000,W-SIPP Dupl,4.0,93,0.0820829655781112,1.0,true
8room_000,W-SIPP Re-exp,4.0,93,0.0820829655781112,1.0,true
8room_000,Focal SIPP,4.0,42,0.037069726390114736,1.0,true
8room_000,W-SIPP Dupl,1.1,368,1.6428571428571428,1.0,true
8room_000,W-SIPP Re-exp,1.1,203,0.90625,1.0,true
8room_000,Focal SIPP,1.1,171,0.7633928571428571,1.0,true
8room_000,W-SIPP Dupl,1.25,132,0.5892857142857143,1.0,true
8room_000,W-SIPP Re-exp,1.25,122,0.5446428571428571,1.0,true
8room_000,Focal SIPP,1.25,215,0.9598214285714286,1.0,true
8room_000,W-SIPP Dupl,1.5,89,0.39732142857142855,1.0,true
8room_000,W-SIPP Re-exp,1.5,60,0.26785714285714285,1.0,true
8room_000,Focal SIPP,1.5,40,0.17857142857142858,1.05,true
8room_000,W-SIPP Dupl,2.0,75,0.33482142857142855,1.05,true
8room_000,W-SIPP Re-exp,2.0,74,0.33035714285714285,1.05,true
8room_000,Focal SIPP,2.0,40,0.17857142857142858,1.05,true
8room_000,W-SIPP Dupl,4.0,48,0.21428571428571427,1.0,true
8room_000,W-SIPP Re-exp,4.0,76,0.3392857142857143,1.05,true
8room_000,Focal SIPP,4.0,40,0.17857142857142858,1.05,true
8room_000,W-SIPP Dupl,1.1,680,1.761658031088083,1.0,true
8room_000,W-SIPP Re-exp,1.1,368,0.9533678756476683,1.0,true
8room_000,Focal SIPP,1.1,296,0.7668393782383419,1.0,true
8room_000,W-SIPP Dupl,1.25,468,1.2124352331606219,1.0,true
8room_000,W-SIPP Re-exp,1.25,308,0.7979274611398963,1.0,true
8room_000,Focal SIPP,1.25,135,0.34974093264248707,1.0,true
8room_000,W-SIPP Dupl,1.5,223,0.5777202072538861,1.0,true
8room_000,W-SIPP Re-exp,1.5,263,0.6813471502590673,1.0,true
8room_000,Focal SIPP,1.5,479,1.2409326424870466,1.0,true
8room_000,W-SIPP Dupl,2.0,78,0.20207253886010362,1.0,true
8room_000,W-SIPP Re-exp,2.0,83,0.21502590673575128,1.0,true
8room_000,Focal SIPP,2.0,40,0.10362694300518134,1.0,true
8room_000,W-SIPP Dupl,4.0,58,0.15025906735751296,1.0,true
8room_000,W-SIPP Re-exp,4.0,64,0.16580310880829016,1.0,true
8room_000,Focal SIPP,4.0,40,0.10362694300518134,1.0,true
8room_000,W-SIPP Dupl,1.1,3131,1.7830296127562641,1.0,true
8room_000,W-SIPP Re-exp,1.1,1675,0.9538724373576309,1.0,true
8room_000,Focal SIPP,1.1,1707,0.9720956719817767,1.0,true
8room_000,W-SIPP Dupl,1.25,2623,1.49373576309795,1.0,true
8room_000,W-SIPP Re-exp,1.25,1572,0.8952164009111617,1.0,true
8room_000,Focal SIPP,1.25,1227,0.69874715261959,1.0,true
8room_000,W-SIPP Dupl,1.5,1984,1.1298405466970387,1.0,true
8room_000,W-SIPP Re-exp,1.5,1410,0.8029612756264237,1.0,true
8room_000,Focal SIPP,1.5,1925,1.09624145785877,1.0,true
8room_000,W-SIPP Dupl,2.0,1319,0.7511389521640092,1.0,true
8room_000,W-SIPP Re-exp,2.0,1296,0.7380410022779044,1.0,true
8room_000,Focal SIPP,2.0,1654,0.9419134396355353,1.0,true
8room_000,W-SIPP Dupl,4.0,270,0.15375854214123008,1.0,true
8room_000,W-SIPP Re-exp,4.0,320,0.18223234624145787,1.0,true
8room_000,Focal SIPP,4.0,56,0.03189066059225513,1.0,true
8room_000,W-SIPP Dupl,1.1,174,1.7938144329896908,1.0,true
8room_000,W-SIPP Re-exp,1.1,97,1.0,1.0,true
8room_000,Focal SIPP,1.1,94,0.9690721649484536,1.0,true
8room_000,W-SIPP Dupl,1.25,156,1.6082474226804124,1.0,true
8room_000,W-SIPP Re-exp,1.25,96,0.9896907216494846,1.0,true
8room_000,Focal SIPP,1.25,68,0.7010309278350515,1.0,true
8room_000,W-SIPP Dupl,1.5,139,1.4329896907216495,1.0,true
8room_000,W-SIPP Re-exp,1.5,89,0.9175257731958762,1.0,true
8room_000,Focal SIPP,1.5,94,0.9690721649484536,1.0,true
8room_000,W-SIPP Dupl,2.0,129,1.3298969072164948,1.0,true
8room_000,W-SIPP Re-exp,2.0,87,0.8969072164948454,1.0,true
8room_000,Focal SIPP,2.0,40,0.41237113402061853,1.0,true
8room_000,W-SIPP Dupl,4.0,129,1.3298969072164948,1.0,true
8room_000,W-SIPP Re-exp,4.0,93,0.9587628865979382,1.0,true
8room_000,Focal SIPP,4.0,106,1.092783505154639,1.0,true
